id,recipe_id,ingredient_group,ingredient_original_name,ingredient_normalized_name,ingredient_quantity,ingredient_unit
ING_002356,MR_326_02,utama,kelapa,kelapa,1.5,butir
ING_002357,MR_326_02,utama,minjak kelapa,minyak kelapa,10.0,sendok makan
ING_002358,MR_326_02,bumbu,bawang merah,bawang merah,10.0,buah
ING_002359,MR_326_02,bumbu,bawang putih,bawang putih,5.0,siung
ING_002360,MR_326_02,bumbu,lombok merah,cabai merah,10.0,buah
ING_002361,MR_326_02,bumbu,kemiri,kemiri,10.0,biji
ING_002362,MR_326_02,bumbu,daun salam,daun salam,4.0,lembar
ING_002363,MR_326_02,bumbu,gula merah,gula merah,3.0,sendok teh
ING_002364,MR_327_01,bumbu,laos,lengkuas,2.0,iris
ING_002365,MR_327_01,bumbu,asam,asam jawa,5.0,mata
ING_002366,MR_327_01,bumbu,terasi,terasi,1.0,sendok teh
ING_002367,MR_327_01,bumbu,garam,garam,2.0,sendok makan
ING_002368,MR_327_02,utama,ikan kakap,ikan kakap,1.0,kilogram
ING_002369,MR_327_02,utama,minjak goreng,minyak goreng,2.0,gelas
ING_002370,MR_327_02,bumbu,bawang merah,bawang merah,6.0,buah
ING_002371,MR_327_02,bumbu,bawang putih,bawang putih,4.0,siung
ING_002372,MR_327_02,bumbu,lombok merah,cabai merah,4.0,buah
ING_002373,MR_327_02,bumbu,kemiri,kemiri,5.0,biji
ING_002374,MR_327_02,bumbu,laos,lengkuas,1.0,potong
ING_002375,MR_327_02,bumbu,kunjit,kunyit,1.0,ruas jari
ING_002376,MR_327_02,bumbu,sereh,serai,1.0,batang
ING_002377,MR_327_02,bumbu,asam,asam jawa,5.0,mata
ING_002378,MR_327_02,bumbu,garam,garam,2.0,sendok makan
ING_002379,MR_327_02,bumbu,terasi,terasi,1.0,sendok teh
ING_002380,MR_328_01,utama,katjang hidjau,kacang hijau,0.25,kilogram
ING_002381,MR_328_01,utama,udang,udang,0.25,kilogram
ING_002382,MR_328_01,utama,kelapa,kelapa,0.5,butir
ING_002383,MR_328_01,utama,petai,petai,10.0,mata
ING_002384,MR_328_01,utama,minjak goreng,minyak goreng,0.5,gelas
ING_002385,MR_328_01,bumbu,bawang merah,bawang merah,5.0,buah
ING_002386,MR_328_01,bumbu,bawang putih,bawang putih,3.0,siung
ING_002387,MR_328_01,bumbu,lombok merah,cabai merah,5.0,buah
ING_002388,MR_328_01,bumbu,tomat,tomat,2.0,buah
ING_002389,MR_328_01,bumbu,laos,lengkuas,1.0,potong
ING_002390,MR_328_01,bumbu,sereh,serai,1.0,batang
ING_002391,MR_328_01,bumbu,daun salam,daun salam,2.0,lembar
ING_002392,MR_328_01,bumbu,gula merah,gula merah,1.0,sendok makan
ING_002393,MR_328_01,bumbu,garam,garam,0.5,sendok makan
ING_002394,MR_328_02,utama,ikan kemamah,ikan kemamah,0.25,kilogram
ING_002395,MR_328_02,utama,minjak goreng,minyak goreng,3.0,sendok makan
ING_002396,MR_328_02,bumbu,bawang merah,bawang merah,10.0,buah
ING_002397,MR_328_02,bumbu,bawang putih,bawang putih,1.0,siung
ING_002398,MR_328_02,bumbu,lombok rawit,cabai rawit,30.0,buah
ING_002399,MR_328_02,bumbu,daun turi,daun turi,1.0,ikat
ING_002400,MR_328_02,bumbu,asam sunti,asam sunti,0.5,gelas
ING_002401,MR_328_02,bumbu,garam,garam,1.0,sendok teh
ING_002402,MR_329_01,Bahan Utama,kembang kates,kembang kates,0.5,kilogram
ING_002403,MR_329_01,Bahan Utama,kelapa,kelapa,0.25,butir
ING_002404,MR_329_01,Bahan Utama,udang kering,udang kering,0.5,ons
ING_002405,MR_329_01,Bahan Utama,petai,petai,10.0,mata
ING_002406,MR_329_01,Bahan Utama,minjak goreng,minyak goreng,2.0,sendok makan
ING_002407,MR_329_01,Bumbu,bawang merah,bawang merah,5.0,buah
ING_002408,MR_329_01,Bumbu,bawang putih,bawang putih,2.0,siung
ING_002409,MR_329_01,Bumbu,lombok merah,cabai merah,3.0,buah
ING_002410,MR_329_01,Bumbu,lombok hidjau,cabai hijau,3.0,buah
ING_002411,MR_329_01,Bumbu,laos,lengkuas,1.0,potong
ING_002412,MR_329_01,Bumbu,salam,daun salam,2.0,lembar
ING_002413,MR_329_01,Bumbu,gula merah,gula merah,1.0,sendok makan
ING_002414,MR_329_01,Bumbu,garam,garam,0.5,sendok makan
ING_002415,MR_329_02,Bahan Utama,kentang,kentang,1.5,kilogram
ING_002416,MR_329_02,Bahan Utama,minjak goreng,minyak goreng,2.0,sendok makan
ING_002417,MR_329_02,Bahan Utama,kelapa,kelapa,0.5,butir
ING_002418,MR_329_02,bumbu,bawang merah,bawang merah,5.0,buah
ING_002419,MR_329_02,bumbu,bawang putih,bawang putih,2.0,siung
ING_002420,MR_329_02,bumbu,lombok merah,cabai merah,10.0,buah
ING_002421,MR_329_02,bumbu,kemiri,kemiri,5.0,biji
ING_002422,MR_329_02,bumbu,salam,daun salam,2.0,lembar
ING_002423,MR_329_02,bumbu,laos,lengkuas,1.0,potong
ING_002424,MR_329_02,bumbu,sereh,serai,1.0,batang
ING_002425,MR_329_02,bumbu,terasi,terasi,0.25,sendok makan
ING_002426,MR_329_02,bumbu,garam,garam,0.5,sendok makan
ING_002427,MR_329_02,bumbu,gula merah,gula merah,0.25,sendok makan
ING_002428,MR_330_02,utama,kol,kol,0.25,kilogram
ING_002429,MR_330_02,utama,kelapa,kelapa,0.25,butir
ING_002430,MR_330_02,utama,minjak goreng,minyak goreng,3.0,sendok makan
ING_002431,MR_330_02,bumbu,bawang merah,bawang merah,4.0,buah
ING_002432,MR_330_02,bumbu,bawang putih,bawang putih,2.0,siung
ING_002433,MR_330_02,bumbu,lombok merah,cabai merah,5.0,buah
ING_002434,MR_330_02,bumbu,laos,lengkuas,1.0,potong
ING_002435,MR_330_02,bumbu,salam,daun salam,2.0,lembar
ING_002436,MR_330_02,bumbu,gula merah,gula merah,1.0,sendok makan
ING_002437,MR_330_02,bumbu,terasi,terasi,0.5,sendok teh
ING_002438,MR_330_02,bumbu,garam,garam,1.0,sendok makan
ING_002439,MR_331_01,Bahan Utama,ikan panggang,ikan panggang,4.0,potong
ING_002440,MR_331_01,Bahan Utama,tahu,tahu,10.0,buah
ING_002441,MR_331_01,Bahan Utama,minjak,minyak,1.0,cangkir
ING_002442,MR_331_01,Bahan Utama,petai,petai,10.0,mata
ING_002443,MR_331_01,Bumbu,ketjap kental,kecap kental,0.5,cangkir
ING_002444,MR_331_01,Bumbu,bawang merah,bawang merah,5.0,buah
ING_002445,MR_331_01,Bumbu,bawang putih,bawang putih,1.0,siung
ING_002446,MR_331_01,Bumbu,lombok hidjau,cabai hijau,10.0,buah
ING_002447,MR_331_01,Bumbu,garam,garam,1.0,sendok makan
ING_002448,MR_331_01,Bumbu,djae,jahe,1.0,iris
ING_002449,MR_331_01,Bumbu,laos,lengkuas,2.0,iris
ING_002450,MR_331_01,Bumbu,sereh,serai,1.0,buah
ING_002451,MR_331_01,Bumbu,gula merah,gula merah,0.5,ons
ING_002452,MR_331_02,Bahan Utama,kretjek,krecek,0.25,kilogram
ING_002453,MR_331_02,Bahan Utama,minjak goreng,minyak goreng,2.0,sendok makan
ING_002454,MR_331_02,Bahan Utama,kelapa,kelapa,1.0,butir
ING_002455,MR_331_02,Bumbu,bawang merah,bawang merah,6.0,buah
ING_002456,MR_331_02,Bumbu,bawang putih,bawang putih,4.0,siung
ING_002457,MR_331_02,Bumbu,lombok merah,cabai merah,4.0,buah
ING_002458,MR_331_02,Bumbu,laos,lengkuas,1.0,potong
ING_002459,MR_331_02,Bumbu,daun salam,daun salam,2.0,lembar
ING_002460,MR_331_02,Bumbu,asam,asam,1.0,mata
ING_002461,MR_331_02,Bumbu,gula merah,gula merah,1.0,sendok makan
ING_002462,MR_331_02,Bumbu,garam,garam,1.0,sendok makan
ING_002463,MR_331_02,Bumbu,terasi,terasi,1.0,sendok teh
ING_002464,MR_332_01,utama,lombok merah,cabai merah,0.5,kilogram
ING_002465,MR_332_01,utama,minyak goreng,minyak goreng,2.0,sendok makan
ING_002466,MR_332_01,utama,udang,udang,1.0,ons
ING_002467,MR_332_01,bumbu,bawang merah,bawang merah,10.0,buah
ING_002468,MR_332_01,bumbu,laos,lengkuas,1.0,potong
ING_002469,MR_332_01,bumbu,daun salam,daun salam,2.0,helai
ING_002470,MR_332_01,bumbu,sereh,serai,1.0,batang
ING_002471,MR_332_01,bumbu,asam,asam,3.0,mata
ING_002472,MR_332_01,bumbu,ketjap,kecap,2.0,sendok makan
ING_002473,MR_332_01,bumbu,garam,garam,1.0,sendok makan
ING_002474,MR_332_02,utama,tempe,tempe,20.0,potong
ING_002475,MR_332_02,utama,lombok hidjau,cabai hijau,20.0,buah
ING_002476,MR_332_02,utama,santan kental,santan kental,1.0,gelas
ING_002477,MR_332_02,bumbu,bawang merah,bawang merah,10.0,buah
ING_002478,MR_332_02,bumbu,bawang putih,bawang putih,2.0,siung
ING_002479,MR_332_02,bumbu,gula merah,gula merah,1.0,sendok makan
ING_002480,MR_332_02,bumbu,laos,lengkuas,2.0,potong
ING_002481,MR_332_02,bumbu,minjak kelapa,minyak kelapa,1.0,sendok makan
ING_002482,MR_332_02,bumbu,garam,garam,2.0,sendok teh
ING_002483,MR_333_01,utama,udang basah,udang basah,1.0,ons
ING_002484,MR_333_01,utama,lombok hidjau,cabai hijau,0.25,kilogram
ING_002485,MR_333_01,bumbu,bawang merah,bawang merah,5.0,buah
ING_002486,MR_333_01,bumbu,bawang putih,bawang putih,2.0,siung
ING_002487,MR_333_01,bumbu,djae,jahe,1.0,potong
ING_002488,MR_333_01,bumbu,ketjap,kecap,4.0,sendok makan
ING_002489,MR_333_01,bumbu,garam,garam,1.0,sendok makan
ING_002490,MR_333_02,utama,pepaja muda,pepaya muda,1.0,buah
ING_002491,MR_333_02,utama,kikil,kikil,0.5,ons
ING_002492,MR_333_02,utama,kelapa,kelapa,0.5,butir
ING_002493,MR_333_02,utama,minjak,minyak,3.0,sendok makan
ING_002494,MR_333_02,utama,petai,petai,1.0,papan
ING_002495,MR_334_01,bumbu,bawang merah,bawang merah,5.0,buah
ING_002496,MR_334_01,bumbu,bawang putih,bawang putih,2.0,siung
ING_002497,MR_334_01,bumbu,lombok merah,cabai merah,5.0,buah
ING_002498,MR_334_01,bumbu,salam,daun salam,1.0,lembar
ING_002499,MR_334_01,bumbu,laos,lengkuas,1.0,potong
ING_002500,MR_334_01,bumbu,asam,asam jawa,2.0,mata
ING_002501,MR_334_01,bumbu,gula merah,gula merah,1.0,sendok teh
ING_002502,MR_334_01,bumbu,garam,garam,1.0,sendok makan
ING_002503,MR_334_01,bumbu,terasi,terasi,1.0,sendok teh
ING_002504,MR_334_02,utama,daging,daging,0.5,kilogram
ING_002505,MR_334_02,utama,kentang,kentang,1.0,ons
ING_002506,MR_334_02,utama,kapri,kapri,0.5,ons
ING_002507,MR_334_02,utama,petai,petai,0.5,butir
ING_002508,MR_334_02,utama,minjak,minyak,1.0,sendok makan
ING_002509,MR_334_02,bumbu,bawang merah,bawang merah,5.0,buah
ING_002510,MR_334_02,bumbu,bawang putih,bawang putih,2.0,siung
ING_002511,MR_334_02,bumbu,lombok merah,cabai merah,5.0,buah
ING_002512,MR_334_02,bumbu,laos,lengkuas,1.0,iris
ING_002513,MR_334_02,bumbu,asam,asam jawa,2.0,mata
ING_002514,MR_334_02,bumbu,daun salam,daun salam,1.0,lembar
ING_002515,MR_334_02,bumbu,garam,garam,1.0,sendok teh
ING_002516,MR_334_02,bumbu,gula merah,gula merah,1.0,sendok teh
ING_002517,MR_335_01,utama,petis udang,petis udang,2.0,tablespoon
ING_002518,MR_335_01,utama,minjak kelapa,minyak kelapa,3.0,tablespoon
ING_002519,MR_335_01,utama,kelapa,kelapa,0.5,piece
ING_002520,MR_335_01,bumbu,bawang putih,bawang putih,3.0,clove
ING_002521,MR_335_01,bumbu,lombok merah,cabai merah,2.0,piece
ING_002522,MR_335_01,bumbu,lombok hidjau,cabai hijau,2.0,piece
ING_002523,MR_335_01,bumbu,lombok ketjil,cabai kecil,10.0,piece
ING_002524,MR_335_01,bumbu,kunjit,kunyit,0.5,segment
ING_002525,MR_335_01,bumbu,djae,jahe,0.5,segment
ING_002526,MR_335_01,bumbu,daun bawang,daun bawang,2.0,bunch
ING_002527,MR_335_01,bumbu,sereh,serai,1.0,stalk
ING_002528,MR_335_01,bumbu,daun djeruk purut,daun jeruk purut,1.0,leaf
ING_002529,MR_335_01,bumbu,gula kelapa,gula kelapa,2.0,tablespoon
ING_002530,MR_335_01,bumbu,daun bawang,daun bawang,2.0,bunch
ING_002531,MR_335_01,bumbu,garam,garam,1.0,teaspoon
ING_002532,MR_335_02,utama,tahu,tahu,2.0,piece
ING_002533,MR_335_02,utama,kelapa,kelapa,0.25,piece
ING_002534,MR_335_02,utama,minjak goreng,minyak goreng,4.0,tablespoon
ING_002535,MR_335_02,bumbu,bawang merah,bawang merah,4.0,piece
ING_002536,MR_335_02,bumbu,salam,salam,1.0,leaf
ING_002537,MR_335_02,bumbu,bawang putih,bawang putih,2.0,siung
ING_002538,MR_335_02,bumbu,lombok merah,cabai merah,2.0,buah
ING_002539,MR_335_02,bumbu,laos,lengkuas,1.0,potong
ING_002540,MR_335_02,bumbu,asam,asam,2.0,mata
ING_002541,MR_335_02,bumbu,gula merah,gula merah,1.0,sendok teh
ING_002542,MR_335_02,bumbu,garam,garam,1.0,sendok makan
ING_002543,MR_336_02,utama,tautjo,tauco,1.0,cangkir
ING_002544,MR_336_02,utama,buntjis,buncis,2.0,ons
ING_002545,MR_336_02,utama,daging,daging,1.0,ons
ING_002546,MR_336_02,utama,kelapa,kelapa,0.5,butir
ING_002547,MR_336_02,bumbu,bawang merah,bawang merah,4.0,buah
ING_002548,MR_336_02,bumbu,bawang putih,bawang putih,2.0,siung
ING_002549,MR_336_02,bumbu,lombok hidjau,cabai hijau,10.0,buah
ING_002550,MR_336_02,bumbu,salam,daun salam,2.0,lembar
ING_002551,MR_336_02,bumbu,gula merah,gula merah,0.5,sendok teh
ING_002552,MR_336_02,bumbu,garam,garam,1.0,sendok teh
ING_002553,MR_336_03,utama,telur bebek/ajam,telur bebek/ayam,5.0,butir
ING_002554,MR_336_03,bumbu,bawang merah,bawang merah,5.0,buah
ING_002555,MR_336_03,bumbu,garam,garam,1.0,sendok makan
ING_002556,MR_336_03,bumbu dan bahan pelengkap,bawang putih,bawang putih,3.0,siung
ING_002557,MR_336_03,bumbu dan bahan pelengkap,lombok merah,cabai merah,10.0,buah
ING_002558,MR_336_03,bumbu dan bahan pelengkap,laos,lengkuas,1.0,potong
ING_002559,MR_336_03,bumbu dan bahan pelengkap,gula merah,gula merah,1.0,sendok makan
ING_002560,MR_336_03,bumbu dan bahan pelengkap,terasi,terasi,1.0,sendok teh
ING_002561,MR_336_03,bumbu dan bahan pelengkap,santan,santan,3.0,gelas
ING_002562,MR_336_03,bumbu dan bahan pelengkap,minjak goreng,minyak goreng,1.0,sendok makan
ING_002563,MR_336_03,bumbu dan bahan pelengkap,salam,daun salam,2.0,lembar
ING_002564,MR_337_02,bahan,telur bebek atau telur ajam,telur bebek atau telur ayam,4.0,butir
ING_002565,MR_337_02,bahan,ikan peda,ikan peda,3.0,ekor
ING_002566,MR_337_02,bahan,santan kental,santan kental,1.5,gelas
ING_002567,MR_337_02,bahan,minjak goreng,minyak goreng,0.25,takaran
ING_002568,MR_337_02,bumbu,bawang merah,bawang merah,5.0,buah
ING_002569,MR_337_02,bumbu,lombok merah,cabai merah,7.0,buah
ING_002570,MR_337_02,bumbu,asam,asam jawa,3.0,mata
ING_002571,MR_337_02,bumbu,daun salam,daun salam,3.0,lembar
ING_002572,MR_337_02,bumbu,bawang putih,bawang putih,3.0,siung
ING_002573,MR_337_02,bumbu,kemiri,kemiri,6.0,biji
ING_002574,MR_337_02,bumbu,laos,lengkuas,1.0,iris
ING_002575,MR_337_02,bumbu,kunjit,kunyit,0.33,ruas sedang
ING_002576,MR_338_01,Bahan Utama,tempe,tempe,4.0,potong
ING_002577,MR_338_01,Bahan Utama,kelapa,kelapa,0.25,butir
ING_002578,MR_338_01,Bahan Utama,minjak,minyak,2.0,sendok makan
ING_002579,MR_338_01,Bumbu,bawang merah,bawang merah,4.0,buah
ING_002580,MR_338_01,Bumbu,bawang putih,bawang putih,2.0,siung
ING_002581,MR_338_01,Bumbu,lombok merah,cabai merah,2.0,buah
ING_002582,MR_338_01,Bumbu,lombok hidjau,cabai hijau,2.0,buah
ING_002583,MR_338_01,Bumbu,laos,lengkuas,1.0,potong
ING_002584,MR_338_01,Bumbu,salam,daun salam,2.0,lembar
ING_002585,MR_338_01,Bumbu,asam,asam jawa,3.0,mata
ING_002586,MR_338_01,Bumbu,gula merah,gula merah,1.0,sendok teh
ING_002587,MR_338_01,Bumbu,garam,garam,0.5,sendok makan
ING_002588,MR_338_01,Bumbu,terasi,terasi,1.0,sendok teh
ING_002589,MR_338_02,Bahan Utama,tomat hidjau,tomat hijau,0.25,kilogram
ING_002590,MR_338_02,Bahan Utama,lombok hidjau,cabai hijau,1.0,ons
ING_002591,MR_338_02,Bahan Utama,petai,petai,1.0,papan
ING_002592,MR_338_02,Bahan Utama,ebi,ebi,1.0,sendok makan
ING_002593,MR_338_02,Bahan Utama,kelapa,kelapa,0.25,butir
ING_002594,MR_338_02,Bumbu,bawang merah,bawang merah,3.0,buah
ING_002595,MR_338_02,Bumbu,bawang putih,bawang putih,2.0,siung
ING_002596,MR_338_02,Bumbu,lombok merah,cabai merah,2.0,buah
ING_002597,MR_338_02,Bumbu,laos,lengkuas,1.0,potong
ING_002598,MR_338_02,Bumbu,daun salam,daun salam,2.0,lembar
ING_002599,MR_338_02,Bumbu,gula merah,gula merah,2.0,sendok makan
ING_002600,MR_338_02,Bumbu,garam,garam,1.0,sendok makan
ING_002601,MR_338_02,Bumbu,tautjo,tauco,2.0,sendok makan
ING_002602,MR_339_01,utama,tempe,tempe,4.0,potong
ING_002603,MR_339_01,utama,terasi,terasi,2.0,potong
ING_002604,MR_339_01,utama,kelapa,kelapa,1.5,butir
ING_002605,MR_339_01,utama,minjak,minyak,1.0,cangkir
ING_002606,MR_339_01,bumbu,bawang merah,bawang merah,40.0,buah
ING_002607,MR_339_01,bumbu,lombok merah,cabai merah,16.0,buah
ING_002608,MR_339_01,bumbu,lombok hidjau,cabai hijau,20.0,buah
ING_002609,MR_339_01,bumbu,laos,lengkuas,2.0,potong
ING_002610,MR_339_01,bumbu,sereh,serai,2.0,potong
ING_002611,MR_339_01,bumbu,salam,daun salam,4.0,lembar
ING_002612,MR_339_01,bumbu,garam,garam,1.0,sendok makan
ING_002613,MR_340_01,bahan utama,ajam,ayam,1.0,ekor
ING_002614,MR_340_01,bumbu,bawang merah,bawang merah,10.0,buah
ING_002615,MR_340_01,bumbu,bawang putih,bawang putih,5.0,siung
ING_002616,MR_340_01,bumbu,tomat,tomat,2.0,belah
ING_002617,MR_340_01,bumbu,lada halus,lada halus,1.0,sendok teh
ING_002618,MR_340_01,bumbu,pala,pala,0.5,sendok teh
ING_002619,MR_340_01,bumbu,gula merah,gula merah,0.25,sendok teh
ING_002620,MR_340_01,bumbu,ketjap,kecap,5.0,sendok makan
ING_002621,MR_340_01,bumbu,garam,garam,1.0,sendok makan
ING_002622,MR_340_02,bahan utama,bajam,bayam,1.0,ikat
ING_002623,MR_340_02,bahan utama,udang,udang,1.0,ons
ING_002624,MR_340_02,bahan utama,daging/tulang,daging/tulang,1.0,ons
ING_002625,MR_340_02,bumbu,bawang merah,bawang merah,7.0,buah
ING_002626,MR_340_02,bumbu,bawang putih,bawang putih,4.0,siung
ING_002627,MR_340_02,bumbu,lada,lada,1.0,sendok teh
ING_002628,MR_340_02,bumbu,pala,pala,0.25,sendok teh
ING_002629,MR_340_02,bumbu,garam,garam,1.0,sendok makan
ING_002630,MR_340_02,bumbu,ketjap,kecap,1.0,sendok makan
ING_002631,MR_340_02,bumbu,minjak/margarine,minyak/margarin,1.0,sendok makan
ING_002632,MR_341_01,Bahan Utama,daging sapi,daging sapi,0.5,kilogram
ING_002633,MR_341_01,Bahan Utama,margarine,margarin,4.0,sendok makan
ING_002634,MR_341_01,Bumbu Halus,bawang merah,bawang merah,8.0,buah
ING_002635,MR_341_01,Bumbu Halus,pala halus,pala halus,0.25,sendok teh
ING_002636,MR_341_01,Bumbu Halus,garam,garam,1.0,sendok teh
ING_002637,MR_341_01,Bumbu Halus,ketjap,kecap,3.0,sendok makan
ING_002638,MR_341_01,Bumbu Halus,lada,lada,0.5,sendok teh
ING_002639,MR_341_02,Bahan Utama,djengkol,jengkol,1.0,ons
ING_002640,MR_341_02,Bahan Utama,minjak goreng,minyak goreng,2.0,sendok makan
ING_002641,MR_341_02,Bumbu Halus,bawang merah,bawang merah,3.0,buah
ING_002642,MR_341_02,Bumbu Halus,bawang putih,bawang putih,2.0,siung
ING_002643,MR_341_02,Bumbu Halus,lombok merah,cabai merah,4.0,buah
ING_002644,MR_341_02,Bumbu Halus,lada,lada,1.0,sendok teh
ING_002645,MR_341_02,Bumbu Halus,djae,jahe,1.0,iris
ING_002646,MR_341_02,Bumbu Halus,ketjap,kecap,4.0,sendok makan
ING_002647,MR_341_02,Bumbu Halus,garam,garam,1.0,sendok teh
ING_002648,MR_342_01,utama,ajam,ayam,1.0,ekor
ING_002649,MR_342_01,bumbu,bawang merah,bawang merah,6.0,buah
ING_002650,MR_342_01,bumbu,bawang putih,bawang putih,2.0,siung
ING_002651,MR_342_01,bumbu,daun salam,daun salam,2.0,lembar
ING_002652,MR_342_01,bumbu,tjuka,cuka,2.0,sendok makan
ING_002653,MR_342_01,bumbu,garam,garam,1.0,sendok makan
ING_002654,MR_342_01,bumbu,ketjap,kecap,4.0,sendok makan
ING_002655,MR_342_01,bumbu,minjak,minyak,4.0,sendok makan
ING_002656,MR_342_02,utama,ikan tambak,ikan tambak,0.5,kilogram
ING_002657,MR_342_02,utama,soun,soun,0.5,ons
ING_002658,MR_342_02,bumbu,bawang merah,bawang merah,6.0,buah
ING_002659,MR_342_02,bumbu,bawang putih,bawang putih,3.0,siung
ING_002660,MR_342_02,bumbu,lombok merah,cabai merah,6.0,buah
ING_002661,MR_342_02,bumbu,kemiri,kemiri,6.0,biji
ING_002662,MR_342_02,bumbu,ketjap,kecap,3.0,sendok makan
ING_002663,MR_342_02,bumbu,garam,garam,0.5,sendok makan
ING_002664,MR_343_01,utama,kangkung,kangkung,6.0,ikat
ING_002665,MR_343_01,utama,minjak goreng,minyak goreng,2.0,sendok makan
ING_002666,MR_343_01,utama,daging,daging,0.5,ons
ING_002667,MR_343_01,bumbu,bawang merah,bawang merah,6.0,buah
ING_002668,MR_343_01,bumbu,bawang putih,bawang putih,3.0,siung
ING_002669,MR_343_01,bumbu,lombok merah,cabai merah,5.0,buah
ING_002670,MR_343_01,bumbu,lada,lada,1.0,sendok teh
ING_002671,MR_343_01,bumbu,djae,jahe,1.0,ruas sedang
ING_002672,MR_343_01,bumbu,garam,garam,0.5,sendok makan
ING_002673,MR_343_02,utama,lidah,lidah,,
ING_002674,MR_343_02,utama,minjak goreng,minyak goreng,4.0,sendok makan
ING_002675,MR_343_02,bumbu,tomat,tomat,3.0,butir
ING_002676,MR_343_02,bumbu,seledri,seledri,1.0,ikat
ING_002677,MR_343_02,bumbu,garam,garam,1.0,sendok makan
ING_002678,MR_343_02,bumbu,lada,lada,0.5,sendok teh
ING_002679,MR_343_02,bumbu,ketjap manis,kecap manis,1.0,sendok makan
ING_002680,MR_343_02,bumbu,bawang merah,bawang merah,10.0,buah
ING_002681,MR_343_02,bumbu,bawang putih,bawang putih,3.0,siung
ING_002682,MR_343_02,bumbu,lombok rawit,cabai rawit,5.0,buah
ING_002683,MR_344_01,Bahan Utama,tahu putih,tahu putih,10.0,potong
ING_002684,MR_344_01,Bahan Utama,ebi,ebi,0.5,ons
ING_002685,MR_344_01,Bahan Utama,telur ajam,telur ayam,1.0,butir
ING_002686,MR_344_01,Bumbu,bawang merah,bawang merah,4.0,buah
ING_002687,MR_344_01,Bumbu,bawang putih,bawang putih,2.0,siung
ING_002688,MR_344_01,Bumbu,tomat,tomat,2.0,biji
ING_002689,MR_344_01,Bumbu,lada putih,lada putih,0.5,sendok teh
ING_002690,MR_344_01,Bumbu,garam,garam,0.5,sendok makan
ING_002691,MR_344_01,Bumbu,ketjap,kecap,2.0,sendok makan
ING_002692,MR_345_01,Bahan Utama,terong ungu,terong ungu,3.0,buah
ING_002693,MR_345_01,Bahan Utama,soun,soun,1.0,ikat
ING_002694,MR_345_01,Bahan Utama,daging,daging,1.0,ons
ING_002695,MR_345_01,Bahan Utama,margarine,margarin,0.5,sendok makan
ING_002696,MR_345_01,Bahan Utama,minjak goreng,minyak goreng,5.0,sendok makan
ING_002697,MR_345_01,Bumbu,bawang merah,bawang merah,5.0,buah
ING_002698,MR_345_01,Bumbu,lombok merah,cabai merah,3.0,buah
ING_002699,MR_345_01,Bumbu,pala,pala,0.25,sendok teh
ING_002700,MR_345_01,Bumbu,lada,lada,0.25,sendok teh
ING_002701,MR_345_01,Bumbu,tjuka,cuka,1.0,sendok teh
ING_002702,MR_345_01,Bumbu,garam,garam,1.0,sendok makan
ING_002703,MR_345_01,Bumbu,ketjap,kecap,1.0,sendok makan
ING_002704,MR_345_02,Bahan Utama,daging sapi,daging sapi,0.5,kilogram
ING_002705,MR_345_02,Bahan Utama,minjak,minyak,0.25,botol
ING_002706,MR_345_02,Bahan Utama,tepung djagung,tepung jagung,4.0,sendok makan
ING_002707,MR_345_02,Bumbu,bawang merah,bawang merah,5.0,buah
ING_002708,MR_345_02,Bumbu,lada halus,lada halus,0.5,sendok teh
ING_002709,MR_345_02,Bumbu,tjuka,cuka,3.0,sendok makan
ING_002710,MR_345_02,Bumbu,garam,garam,1.0,sendok makan
ING_002711,MR_345_02,Bumbu,bunga pala,bunga pala,0.33,sendok teh
ING_002712,MR_345_02,Bumbu,djae,jahe,2.0,ruas jari
ING_002713,MR_346_01,utama,tomat,tomat,5.0,buah
ING_002714,MR_346_01,utama,seledri,seledri,3.0,batang
ING_002715,MR_346_01,utama,mentega,mentega,2.0,sendok makan
ING_002716,MR_346_01,bumbu,lada halus,lada halus,0.5,sendok teh
ING_002717,MR_346_01,bumbu,garam,garam,1.0,sendok teh
ING_002718,MR_346_02,utama,djantung pisang,jantung pisang,2.0,buah
ING_002719,MR_346_02,utama,kelapa,kelapa,0.5,butir
ING_002720,MR_346_02,utama,nangka muda,nangka muda,1.0,potong
ING_002721,MR_346_02,utama,minjak goreng,minyak goreng,1.0,cangkir
ING_002722,MR_346_02,bumbu,bawang merah,bawang merah,0.5,ons
ING_002723,MR_346_02,bumbu,bawang putih,bawang putih,5.0,siung
ING_002724,MR_346_02,bumbu,lombok rawit,cabai rawit,10.0,buah
ING_002725,MR_346_02,bumbu,kentjur,kencur,0.5,ruas jari
ING_002726,MR_346_02,bumbu,terasi,terasi,1.5,sendok teh
ING_002727,MR_346_02,bumbu,garam,garam,2.0,sendok makan
ING_002728,MR_347_01,utama,ajam,ayam,1.0,kilogram
ING_002729,MR_347_01,utama,susu,susu,2.0,sendok makan
ING_002730,MR_347_01,utama,kuning telur,kuning telur,1.0,butir
ING_002731,MR_347_01,utama,mentega,mentega,1.0,sendok makan
ING_002732,MR_347_01,utama,tepung terigu,tepung terigu,1.0,sendok makan
ING_002733,MR_347_01,utama,wortel,wortel,1.0,batang
ING_002734,MR_347_01,utama,seledri,seledri,1.0,ikat
ING_002735,MR_347_01,bumbu,bawang bombay,bawang bombay,1.0,biji
