id,recipe_id,ingredient_group,ingredient_original_name,ingredient_normalized_name,ingredient_quantity,ingredient_unit
ING_001970,MR_304_03,bumbu,lombok merah,cabai merah,5.0,buah
ING_001971,MR_304_03,bumbu,kunjit,kunyit,0.33,ruas jari
ING_001972,MR_304_03,bumbu,kentjur,kencur,0.5,ruas jari
ING_001973,MR_304_03,bumbu,djeruk limo,jeruk limau,0.5,butir
ING_001974,MR_304_03,bumbu,garam,garam,1.0,sendok makan
ING_001975,MR_304_03,bumbu,terasi,terasi,0.5,sendok teh
ING_001976,MR_305_02,utama,ajam,ayam,1.0,ekor
ING_001977,MR_305_02,utama,udang,udang,0.25,kilogram
ING_001978,MR_305_02,utama,ertjis,ercis,2.0,ons
ING_001979,MR_305_02,utama,kol,kol,2.0,ons
ING_001980,MR_305_02,utama,kutjai,kucai,1.0,ikat
ING_001981,MR_305_02,utama,djamur kuping,jamur kuping,1.0,ons
ING_001982,MR_305_02,utama,minjak goreng,minyak goreng,1.0,gelas
ING_001983,MR_305_02,utama,tulang iga,tulang iga,1.0,kilogram
ING_001984,MR_305_02,utama,soun,soun,2.0,ons
ING_001985,MR_305_02,utama,seledri,seledri,0.5,ikat
ING_001986,MR_305_02,utama,daun bawang,daun bawang,2.0,ikat
ING_001987,MR_305_02,utama,taoge,tauge,2.0,ons
ING_001988,MR_305_02,utama,sedap malam,sedap malam,1.0,ons
ING_001989,MR_305_02,utama,kentang,kentang,0.5,kilogram
ING_001990,MR_305_02,bumbu,bawang merah,bawang merah,6.0,buah
ING_001991,MR_305_02,bumbu,ketjap,kecap,4.0,sendok makan
ING_001992,MR_305_02,bumbu,lada,lada,1.0,sendok teh
ING_001993,MR_305_02,bumbu,garam,garam,1.0,sendok makan
ING_001994,MR_305_02,bumbu,bawang putih,bawang putih,3.0,siung
ING_001995,MR_305_02,bumbu,tautjo,tauco,1.0,sendok makan
ING_001996,MR_305_02,bumbu,djeruk nipis,jeruk nipis,1.0,buah
ING_001997,MR_306_01,utama,kedelai,kedelai,0.25,kilogram
ING_001998,MR_306_01,utama,santan,santan,4.5,gelas
ING_001999,MR_306_01,bumbu,bawang merah,bawang merah,5.0,buah
ING_002000,MR_306_01,bumbu,kentjur,kencur,1.0,ruas jari
ING_002001,MR_306_01,bumbu,gula,gula,1.0,sendok makan
ING_002002,MR_306_01,bumbu,garam,garam,1.0,sendok makan
ING_002003,MR_306_02,utama,daging ajam,daging ayam,1.0,kilogram
ING_002004,MR_306_02,utama,buntjis,buncis,100.0,gram
ING_002005,MR_306_02,utama,kentang,kentang,0.25,kilogram
ING_002006,MR_306_02,utama,santan,santan,3.0,gelas
ING_002007,MR_306_02,utama,minjak,minyak,3.0,sendok makan
ING_002008,MR_306_02,bumbu,bawang merah,bawang merah,4.0,buah
ING_002009,MR_306_02,bumbu,lombok merah,cabai merah,2.0,buah
ING_002010,MR_306_02,bumbu,kunjit,kunyit,1.0,ruas
ING_002011,MR_306_02,bumbu,djae,jahe,1.0,iris
ING_002012,MR_306_02,bumbu,kentjur,kencur,1.0,ruas
ING_002013,MR_306_02,bumbu,laos,lengkuas,1.0,iris
ING_002014,MR_306_02,bumbu,salam,daun salam,1.0,lembar
ING_002015,MR_306_02,bumbu,air djeruk nipis,air jeruk nipis,1.0,sendok makan
ING_002016,MR_307_01,utama,ajam,ayam,1.0,ekor
ING_002017,MR_307_01,utama,gula merah,gula merah,0.25,kilogram
ING_002018,MR_307_01,bumbu,bawang merah,bawang merah,1.0,ons
ING_002019,MR_307_01,bumbu,lombok rawit,cabai rawit,0.5,ons
ING_002020,MR_307_01,bumbu,daun salam,daun salam,2.0,lembar
ING_002021,MR_307_01,bumbu,laos,lengkuas,1.0,potong
ING_002022,MR_307_01,bumbu,terasi,terasi,1.0,ons
ING_002023,MR_307_01,bumbu,asam,asam jawa,1.0,ons
ING_002024,MR_307_01,bumbu,garam,garam,2.0,sendok makan
ING_002025,MR_307_01,bumbu,air,air,2.0,liter
ING_002026,MR_307_01,bumbu,bambu (potongan bambu),bambu (potongan bambu),6.0,batang
ING_002027,MR_307_02,utama,daun kelor,daun kelor,15.0,tangkai
ING_002028,MR_307_02,utama,katjang merah,kacang merah,1.0,ons
ING_002029,MR_307_02,utama,kelapa,kelapa,0.166,butir
ING_002030,MR_308_01,bumbu,bawang merah,bawang merah,5.0,butir
ING_002031,MR_308_01,bumbu,bawang putih,bawang putih,1.0,siung
ING_002032,MR_308_01,bumbu,lombok rawit,cabai rawit,5.0,buah
ING_002033,MR_308_01,bumbu,laos,lengkuas,1.0,potong
ING_002034,MR_308_01,bumbu,terasi,terasi,1.0,sendok teh
ING_002035,MR_308_01,bumbu,djae,jahe,1.0,ruas jari
ING_002036,MR_308_01,bumbu,daun salam,daun salam,2.0,lembar
ING_002037,MR_308_01,bumbu,garam,garam,1.0,sendok makan
ING_002038,MR_308_02,utama,lombok hidjau,cabai hijau,0.5,kilogram
ING_002039,MR_308_02,utama,gereh petek,gereh petek,0.25,kilogram
ING_002040,MR_308_02,utama,petai,petai,1.0,papan
ING_002041,MR_308_02,utama,minjak kelapa,minyak kelapa,4.0,sendok makan
ING_002042,MR_308_02,bumbu,bawang merah,bawang merah,8.0,buah
ING_002043,MR_308_02,bumbu,bawang putih,bawang putih,4.0,siung
ING_002044,MR_308_02,bumbu,laos,lengkuas,1.0,potong
ING_002045,MR_308_02,bumbu,daun salam,daun salam,2.0,lembar
ING_002046,MR_308_02,bumbu,gula merah,gula merah,1.0,sendok makan
ING_002047,MR_308_02,bumbu,garam,garam,0.5,sendok makan
ING_002048,MR_309_01,utama,lompong,lompong,5.0,batang
ING_002049,MR_309_01,utama,kelapa,kelapa,0.25,butir
ING_002050,MR_309_01,bumbu,bawang merah,bawang merah,2.0,buah
ING_002051,MR_309_01,bumbu,bawang putih,bawang putih,1.0,siung
ING_002052,MR_309_01,bumbu,ketumbar,ketumbar,0.5,sendok teh
ING_002053,MR_309_01,bumbu,kunji t,kunyit,0.5,ruas
ING_002054,MR_309_01,bumbu,dj ae,jahe,1.0,potong
ING_002055,MR_309_01,bumbu,laos,lengkuas,1.0,potong
ING_002056,MR_309_01,bumbu,salam,daun salam,1.0,lembar
ING_002057,MR_309_01,bumbu,gula pasir,gula pasir,1.0,sendok teh
ING_002058,MR_309_01,bumbu,garam,garam,1.0,sendok teh
ING_002059,MR_309_02,utama,lumbu,lumbu,4.0,ikat
ING_002060,MR_309_02,bumbu,bawang putih,bawang putih,2.0,siung
ING_002061,MR_309_02,bumbu,lombok rawit,cabai rawit,10.0,buah
ING_002062,MR_309_02,bumbu,laos,lengkuas,1.0,potong
ING_002063,MR_309_02,bumbu,kentjur,kencur,1.0,ruas jari
ING_002064,MR_309_02,bumbu,salam,daun salam,2.0,lembar
ING_002065,MR_309_02,bumbu,gula merah,gula merah,1.0,sendok teh
ING_002066,MR_309_02,bumbu,garam,garam,1.0,sendok makan
ING_002067,MR_309_02,bumbu,terasi,terasi,1.0,sendok teh
ING_002068,MR_310_02,utama,lumbu,lumbu,3.0,ikat
ING_002069,MR_310_02,utama,kelapa,kelapa,0.5,butir
ING_002070,MR_310_02,bumbu,bawang merah,bawang merah,5.0,buah
ING_002071,MR_310_02,bumbu,bawang putih,bawang putih,2.0,siung
ING_002072,MR_310_02,bumbu,ketumbar,ketumbar,0.5,sendok teh
ING_002073,MR_310_02,bumbu,djinten,jinten,0.5,sendok teh
ING_002074,MR_310_02,bumbu,lada,lada,0.25,sendok teh
ING_002075,MR_310_02,bumbu,pala,pala,1.0,iris
ING_002076,MR_310_02,bumbu,laos,lengkuas,1.0,potong
ING_002077,MR_310_02,bumbu,salam,daun salam,2.0,lembar
ING_002078,MR_310_02,bumbu,gula merah,gula merah,1.0,sendok teh
ING_002079,MR_310_02,bumbu,garam,garam,1.0,sendok makan
ING_002080,MR_310_03,utama,daun kol,kol,2.0,lembar
ING_002081,MR_310_03,utama,taoge,tauge,1.0,genggam
ING_002082,MR_310_03,utama,buntjis,buncis,1.0,genggam
ING_002083,MR_311_01,bahan_utama,daging/tetelan,daging/tetelan,0.25,kilogram
ING_002084,MR_311_01,bahan_utama,kedelai,kedelai,0.5,gelas
ING_002085,MR_311_01,bahan_utama,katjang pandjang,kacang panjang,2.0,ikat
ING_002086,MR_311_01,bahan_utama,daun melindjo dengan buahnja,daun melinjo dengan buahnya,1.0,gelas
ING_002087,MR_311_01,bahan_utama,kelapa,kelapa,0.5,butir
ING_002088,MR_311_01,bahan_utama,daun katuk,daun katuk,1.0,genggam
ING_002089,MR_311_01,bahan_utama,djagung muda,jagung muda,3.0,buah
ING_002090,MR_311_01,bahan_utama,terong,terong,1.0,buah
ING_002091,MR_311_01,bahan_utama,daun katjang pandjang,daun kacang panjang,1.0,genggam
ING_002092,MR_311_01,bumbu,bawang merah,bawang merah,7.0,buah
ING_002093,MR_311_01,bumbu,bawang putih,bawang putih,3.0,siung
ING_002094,MR_311_01,bumbu,lombok hidjau,cabai hijau,10.0,buah
ING_002095,MR_311_01,bumbu,kemiri,kemiri,5.0,butir
ING_002096,MR_311_01,bumbu,ketumbar,ketumbar,1.0,sendok teh
ING_002097,MR_311_01,bumbu,djinten,jintan,1.0,sendok teh
ING_002098,MR_311_01,bumbu,lada,lada,1.0,sendok teh
ING_002099,MR_311_01,bumbu,djae,jahe,1.0,iris
ING_002100,MR_311_01,bumbu,kentjur,kencur,1.0,rajang
ING_002101,MR_311_01,bumbu,daun salam,daun salam,3.0,lembar
ING_002102,MR_311_01,bumbu,garam,garam,1.0,sendok makan
ING_002103,MR_312_01,utama,ikan laut,ikan laut,0.5,kilogram
ING_002104,MR_312_01,bumbu,bawang merah,bawang merah,5.0,buah
ING_002105,MR_312_01,bumbu,bawang putih,bawang putih,2.0,siung
ING_002106,MR_312_01,bumbu,lombok merah,cabai merah,3.0,buah
ING_002107,MR_312_01,bumbu,kemiri,kemiri,5.0,biji
ING_002108,MR_312_01,bumbu,lada,lada,15.0,butir
ING_002109,MR_312_01,bumbu,kunjit,kunyit,0.5,ruas
ING_002110,MR_312_01,bumbu,asam,asam jawa,5.0,potong
ING_002111,MR_312_01,bumbu,gula merah,gula merah,1.0,sendok teh
ING_002112,MR_312_01,bumbu,terasi,terasi,1.0,sendok teh
ING_002113,MR_312_01,bumbu,garam,garam,1.0,sendok makan
ING_002114,MR_312_02,utama,bajam,bayam,2.0,ikat
ING_002115,MR_312_02,utama,labu siam,labu siam,0.25,buah
ING_002116,MR_312_02,bumbu,bawang merah,bawang merah,3.0,buah
ING_002117,MR_312_02,bumbu,kuntji,kunci,1.0,ruas
ING_002118,MR_312_02,bumbu,garam,garam,1.0,sendok makan
ING_002119,MR_313_01,utama,daun kelor,daun kelor,2.0,ikat
ING_002120,MR_313_01,utama,daun kemangi,daun kemangi,1.0,ikat
ING_002121,MR_313_01,utama,labu,labu,0.5,kilogram
ING_002122,MR_313_01,utama,djagung muda,jagung muda,5.0,buah
ING_002123,MR_313_01,bumbu,bawang merah,bawang merah,5.0,buah
ING_002124,MR_313_01,bumbu,kuntji,kunci,1.0,ruas jari
ING_002125,MR_313_01,bumbu,gula merah,gula merah,1.0,sendok makan
ING_002126,MR_313_01,bumbu,garam,garam,1.0,sendok makan
ING_002127,MR_313_02,utama,djagung muda,jagung muda,4.0,buah
ING_002128,MR_313_02,utama,air,air,8.0,gelas
ING_002129,MR_313_02,utama,"bajam atau sajuran lain (daun kelor, daun katuk)","bayam atau sayuran lain (daun kelor, daun katuk)",1.0,kalo
ING_002130,MR_314_01,bumbu,bawang merah,bawang merah,8.0,buah
ING_002131,MR_314_01,bumbu,garam,garam,4.0,sendok makan
ING_002132,MR_314_01,bumbu,gula pasir,gula pasir,4.0,sendok makan
ING_002133,MR_314_01,bumbu,temu kuntji,temu kunci,8.0,sendok makan
ING_002134,MR_314_02,utama,kol,kol,0.5,kilogram
ING_002135,MR_314_02,bumbu,kuntji,kunci,1.0,ruas jari
ING_002136,MR_314_02,bumbu,bawang merah,bawang merah,4.0,buah
ING_002137,MR_314_02,bumbu,salam,salam,2.0,lembar
ING_002138,MR_314_02,bumbu,garam,garam,1.0,sendok makan
ING_002139,MR_314_02,bumbu,gula pasir,gula pasir,1.5,sendok makan
ING_002140,MR_314_03,utama,nangka muda,nangka muda,1.0,kilogram
ING_002141,MR_314_03,utama,daging,daging,1.0,ons
ING_002142,MR_314_03,utama,kelapa,kelapa,0.25,butir
ING_002143,MR_314_03,utama,tempe bosok,tempe busuk,2.0,potong
ING_002144,MR_314_03,bumbu,bawang merah,bawang merah,5.0,buah
ING_002145,MR_314_03,bumbu,bawang putih,bawang putih,2.0,siung
ING_002146,MR_314_03,bumbu,lombok merah,cabai merah,5.0,buah
ING_002147,MR_314_03,bumbu,kemiri,kemiri,5.0,butir
ING_002148,MR_314_03,bumbu,ketumbar,ketumbar,1.0,sendok teh
ING_002149,MR_314_03,bumbu,djintan,jintan,1.0,sendok teh
ING_002150,MR_314_03,bumbu,laos,lengkuas,1.0,potong
ING_002151,MR_314_03,bumbu,garam,garam,1.0,sendok makan
ING_002152,MR_315_02,utama,ojong,oyong,10.0,buah
ING_002153,MR_315_02,utama,minjak kelapa,minyak kelapa,0.5,gelas
ING_002154,MR_315_02,utama,ebi,ebi,2.0,sendok makan
ING_002155,MR_315_02,bumbu,bawang merah,bawang merah,10.0,buah
ING_002156,MR_315_02,bumbu,bawang putih,bawang putih,3.0,siung
ING_002157,MR_315_02,bumbu,lada putih,lada putih,1.0,sendok teh
ING_002158,MR_315_02,bumbu,pala,pala,0.25,sendok teh
ING_002159,MR_315_02,bumbu,kemiri,kemiri,3.0,biji
ING_002160,MR_315_02,bumbu,seledri,seledri,0.5,ikat
ING_002161,MR_315_02,bumbu,tomat,tomat,3.0,biji
ING_002162,MR_315_02,bumbu,daun bawang,daun bawang,1.0,ikat
ING_002163,MR_315_02,bumbu,garam,garam,2.0,bungkus
ING_002164,MR_315_02,bumbu,vetsin,vetsin,2.0,bungkus
ING_002165,MR_316_01,utama,pepaja muda jang sedang,pepaya muda yang sedang,1.0,buah
ING_002166,MR_316_01,utama,tetelan,tetelan,1.0,ons
ING_002167,MR_316_01,utama,kelapa,kelapa,0.25,butir
ING_002168,MR_316_01,utama,minjak goreng,minyak goreng,,secukupnya
ING_002169,MR_316_01,bumbu,bawang merah,bawang merah,4.0,buah
ING_002170,MR_316_01,bumbu,bawang putih,bawang putih,3.0,siung
ING_002171,MR_316_01,bumbu,lombok merah,cabai merah,3.0,buah
ING_002172,MR_316_01,bumbu,terasi,terasi,1.0,sendok teh
ING_002173,MR_316_01,bumbu,garam,garam,1.0,sendok makan
ING_002174,MR_316_02,utama,ikan laut,ikan laut,6.0,ekor
ING_002175,MR_316_02,bumbu,lombok hidjau,cabai hijau,15.0,buah
ING_002176,MR_316_02,bumbu,asam,asam,8.0,mata
ING_002177,MR_316_02,bumbu,garam,garam,2.0,sendok makan
ING_002178,MR_317_01,utama,kangkung,kangkung,5.0,ikat
ING_002179,MR_317_01,utama,kelapa,kelapa,0.25,butir
ING_002180,MR_317_01,bumbu,bawang merah,bawang merah,5.0,buah
ING_002181,MR_317_01,bumbu,bawang putih,bawang putih,3.0,siung
ING_002182,MR_317_01,bumbu,laos,lengkuas,1.0,potong
ING_002183,MR_317_01,bumbu,kuntji,kencur,1.0,ruas jari
ING_002184,MR_317_01,bumbu,daun salam,daun salam,1.0,lembar
ING_002185,MR_317_01,bumbu,gula merah,gula merah,1.0,sendok makan
ING_002186,MR_317_01,bumbu,garam,garam,1.0,sendok makan
ING_002187,MR_317_01,bumbu,terasi,terasi,1.0,sendok teh
ING_002188,MR_317_02,utama,putjuk labu,pucuk labu,20.0,batang
ING_002189,MR_317_02,utama,ikan laut (kapasan),ikan laut (kapasan),1.0,ekor
ING_002190,MR_317_02,utama,kelapa,kelapa,0.25,butir
ING_002191,MR_317_02,bumbu,bawang merah,bawang merah,6.0,butir
ING_002192,MR_317_02,bumbu,lombok,cabai,4.0,biji
ING_002193,MR_317_02,bumbu,djae,jahe,1.0,ruas jari
ING_002194,MR_317_02,bumbu,garam,garam,1.0,sendok makan
ING_002195,MR_318_01,utama,daun kelor,daun kelor,2.0,ikat
ING_002196,MR_318_01,utama,kelapa,kelapa,0.5,butir
ING_002197,MR_318_01,utama,djagung muda,jagung muda,5.0,tongkol
ING_002198,MR_318_01,bumbu,bawang merah,bawang merah,5.0,buah
ING_002199,MR_318_01,bumbu,bawang putih,bawang putih,2.0,siung
ING_002200,MR_318_01,bumbu,ketumbar,ketumbar,2.0,sendok teh
ING_002201,MR_318_01,bumbu,kentjur,kencur,1.0,ruas jari
ING_002202,MR_318_01,bumbu,laos,lengkuas,1.0,potong
ING_002203,MR_318_01,bumbu,salam,daun salam,2.0,lembar
ING_002204,MR_318_01,bumbu,gula merah,gula merah,1.5,sendok teh
ING_002205,MR_318_01,bumbu,garam,garam,2.0,sendok makan
ING_002206,MR_318_01,bumbu,terasi,terasi,1.0,sendok teh
ING_002207,MR_318_02,utama,ketjambah,kecambah,0.25,kilogram
ING_002208,MR_318_02,utama,katjang pandjang,kacang panjang,4.0,ikat
ING_002209,MR_318_02,utama,kelapa,kelapa,0.25,butir
ING_002210,MR_318_02,utama,nangka muda,nangka muda,0.5,kilogram
ING_002211,MR_318_02,utama,minjak goreng,minyak goreng,0.25,gelas
ING_002212,MR_318_02,bumbu,bawang merah,bawang merah,10.0,buah
ING_002213,MR_318_02,bumbu,bawang putih,bawang putih,5.0,siung
ING_002214,MR_318_02,bumbu,lombok merah,cabai merah,2.0,buah
ING_002215,MR_318_02,bumbu,laos,lengkuas,0.5,ruas jari
ING_002216,MR_318_02,bumbu,daun salam,daun salam,2.0,lembar
ING_002217,MR_318_02,bumbu,sereh,serai,1.0,batang
ING_002218,MR_319_01,bumbu,lada,lada,0.25,sendok teh
ING_002219,MR_319_01,bumbu,kunjit,kunyit,1.0,ruas jari
ING_002220,MR_319_01,bumbu,djae,jahe,0.5,ruas jari
ING_002221,MR_319_01,bumbu,kentjur,kencur,0.5,ruas jari
ING_002222,MR_319_01,bumbu,garam,garam,1.0,sendok makan
ING_002223,MR_319_01,bumbu,tepung beras,tepung beras,2.0,sendok makan
ING_002224,MR_319_01,bumbu,terasi,terasi,1.0,sendok teh
ING_002225,MR_319_02,utama,rebung,rebung,1.0,kilogram
ING_002226,MR_319_02,utama,kelapa,kelapa,0.25,butir
ING_002227,MR_319_02,bumbu,bawang merah,bawang merah,3.0,buah
ING_002228,MR_319_02,bumbu,bawang putih,bawang putih,1.0,siung
ING_002229,MR_319_02,bumbu,ketumbar,ketumbar,1.0,sendok teh
ING_002230,MR_319_02,bumbu,kunjit,kunyit,1.0,ruas jari
ING_002231,MR_319_02,bumbu,djae,jahe,1.0,ruas jari
ING_002232,MR_319_02,bumbu,gula,gula,1.0,sendok makan
ING_002233,MR_319_02,bumbu,garam,garam,1.0,sendok makan
ING_002234,MR_320_01,Bahan Utama,sawi hidjau,sawi hijau,1.0,ikat
ING_002235,MR_320_01,Bahan Utama,daging,daging,0.5,ons
ING_002236,MR_320_01,Bahan Utama,ebi,ebi,1.0,ons
ING_002237,MR_320_01,Bumbu,bawang merah,bawang merah,4.0,buah
ING_002238,MR_320_01,Bumbu,bawang putih,bawang putih,2.0,siung
ING_002239,MR_320_01,Bumbu,lombok rawit,cabai rawit,10.0,buah
ING_002240,MR_320_01,Bumbu,garam,garam,0.5,sendok makan
ING_002241,MR_320_02,Bahan Utama,sawi putih,sawi putih,3.0,ikat
ING_002242,MR_320_02,Bahan Utama,minjak goreng,minyak goreng,2.0,sendok makan
ING_002243,MR_320_02,Bahan Utama,ebi,ebi,0.5,ons
ING_002244,MR_320_02,Bumbu,bawang merah,bawang merah,5.0,buah
ING_002245,MR_320_02,Bumbu,bawang putih,bawang putih,4.0,siung
ING_002246,MR_320_02,Bumbu,lombok merah,cabai merah,3.0,buah
ING_002247,MR_320_02,Bumbu,garam,garam,0.5,sendok makan
ING_002248,MR_321_01,utama,ber-matjam sajuran,bermacam sayuran,,
ING_002249,MR_321_01,utama,daun,daun,1.0,kilogram
ING_002250,MR_321_01,utama,katjang idjo,kacang hijau,0.5,liter
ING_002251,MR_321_01,utama,djantung pisang,jantung pisang,,
ING_002252,MR_321_01,utama,kepok,kepok,1.0,buah
ING_002253,MR_321_01,utama,ikan kering,ikan kering,,secukupnya
ING_002254,MR_321_01,bumbu,kemiri,kemiri,6.0,butir
ING_002255,MR_321_01,bumbu,bawang merah,bawang merah,10.0,buah
ING_002256,MR_321_01,bumbu,lada,lada,10.0,butir
ING_002257,MR_321_01,bumbu,terasi,terasi,3.0,gram
ING_002258,MR_321_01,bumbu,tomat,tomat,2.0,buah
ING_002259,MR_321_01,bumbu,garam,garam,,secukupnya
ING_002260,MR_321_02,utama,ikan petek atau bukur,ikan petek atau bukur,0.5,kilogram
ING_002261,MR_321_02,bumbu,bawang merah,bawang merah,6.0,buah
ING_002262,MR_321_02,bumbu,bawang putih,bawang putih,3.0,siung
ING_002263,MR_321_02,bumbu,lombok merah,cabai merah,3.0,buah
ING_002264,MR_321_02,bumbu,lombok rawit,cabai rawit,5.0,buah
ING_002265,MR_321_02,bumbu,laos,lengkuas,2.0,iris
ING_002266,MR_321_02,bumbu,temu kuntji,temu kunci,1.5,ruji
ING_002267,MR_321_02,bumbu,asam muda,asam muda,10.0,mata
ING_002268,MR_321_02,bumbu,gula merah,gula merah,1.0,sendok makan
ING_002269,MR_321_02,bumbu,terasi,terasi,1.0,sendok teh
ING_002270,MR_321_02,bumbu,garam,garam,1.0,sendok makan
ING_002271,MR_322_01,Bahan Utama,katjang pandjang,kacang panjang,1.0,ikat
ING_002272,MR_322_01,Bahan Utama,taoge kedelai,tauge kedelai,1.0,mangkok
ING_002273,MR_322_01,Bahan Utama,taoge,tauge,1.0,mangkok
ING_002274,MR_322_01,Bahan Utama,kelapa,kelapa,0.5,butir
ING_002275,MR_322_01,Bumbu,bawang merah,bawang merah,1.0,butir
ING_002276,MR_322_01,Bumbu,bawang putih,bawang putih,1.0,siung
ING_002277,MR_322_01,Bumbu,lombok merah,cabai merah,1.0,biji
ING_002278,MR_322_01,Bumbu,lombok rawit,cabai rawit,5.0,biji
ING_002279,MR_322_01,Bumbu,kemiri,kemiri,1.0,biji
ING_002280,MR_322_01,Bumbu,terasi,terasi,1.0,sendok teh
ING_002281,MR_322_01,Bumbu,kentjur,kencur,1.0,ruas sedang
ING_002282,MR_322_01,Bumbu,daun salam,daun salam,2.0,lembar
ING_002283,MR_322_01,Bumbu,djeruk limau,jeruk limau,0.5,buah
ING_002284,MR_322_01,Bumbu,garam,garam,1.0,sendok makan
ING_002285,MR_323_01,utama,kelapa,kelapa,0.25,butir
ING_002286,MR_323_01,utama,nangka muda,nangka muda,1.0,kilogram
ING_002287,MR_323_01,utama,kaldu,kaldu,2.0,gelas
ING_002288,MR_323_01,bumbu,bawang merah,bawang merah,4.0,butir
ING_002289,MR_323_01,bumbu,bawang putih,bawang putih,2.0,siung
ING_002290,MR_323_01,bumbu,lombok merah,cabai merah,3.0,buah
ING_002291,MR_323_01,bumbu,lombok rawit,cabai rawit,6.0,buah
ING_002292,MR_323_01,bumbu,lada,lada,0.5,sendok teh
ING_002293,MR_323_01,bumbu,laos,lengkuas,1.0,potong
ING_002294,MR_323_01,bumbu,ketumbar,ketumbar,0.5,ruji
ING_002295,MR_323_01,bumbu,asam,asam,1.0,sendok makan
ING_002296,MR_323_01,bumbu,gula merah,gula merah,1.0,sendok makan
ING_002297,MR_323_01,bumbu,terasi,terasi,1.0,sendok teh
ING_002298,MR_323_01,bumbu,garam,garam,1.0,sendok makan
ING_002299,MR_323_02,utama,undis,kacang hiris,0.5,takar
ING_002300,MR_323_02,utama,minjak goreng,minyak goreng,,secukupnya
ING_002301,MR_323_02,utama,bunga kembodja putih,bunga kamboja putih,20.0,buah
ING_002302,MR_323_02,bumbu,bawang merah,bawang merah,5.0,butir
ING_002303,MR_323_02,bumbu,bawang putih,bawang putih,2.0,siung
ING_002304,MR_323_02,bumbu,lombok merah,cabai merah,4.0,buah
ING_002305,MR_323_02,bumbu,minjak,minyak,2.0,sendok makan
ING_002306,MR_323_02,bumbu,terasi,terasi,1.0,sendok teh
ING_002307,MR_323_02,bumbu,garam,garam,1.0,sendok makan
ING_002308,MR_324_01,utama,tahu,tahu,10.0,potong
ING_002309,MR_324_01,utama,daging,daging,0.25,kilogram
ING_002310,MR_324_01,utama,kelapa,kelapa,0.25,butir
ING_002311,MR_324_01,utama,minjak goreng,minyak goreng,0.5,gelas
ING_002312,MR_324_01,bumbu,bawang merah,bawang merah,5.0,buah
ING_002313,MR_324_01,bumbu,bawang putih,bawang putih,3.0,siung
ING_002314,MR_324_01,bumbu,kemiri,kemiri,5.0,biji
ING_002315,MR_324_01,bumbu,ketumbar,ketumbar,0.5,sendok teh
ING_002316,MR_324_01,bumbu,djintan,jintan,0.25,sendok teh
ING_002317,MR_324_01,bumbu,lada putih,lada putih,0.5,sendok teh
ING_002318,MR_324_01,bumbu,djae,jahe,1.0,ruas jari
ING_002319,MR_324_01,bumbu,daun djeruk purut,daun jeruk purut,3.0,lembar
ING_002320,MR_324_01,bumbu,garam,garam,0.5,sendok makan
ING_002321,MR_324_02,utama,pepaja muda,pepaya muda,1.0,buah
ING_002322,MR_324_02,utama,katjang pandjang,kacang panjang,2.0,ikat
ING_002323,MR_324_02,utama,santan,santan,4.0,gelas
ING_002324,MR_324_02,utama,minjak kelapa,minyak kelapa,2.0,sendok makan
ING_002325,MR_324_02,bumbu,bawang merah,bawang merah,3.0,butir
ING_002326,MR_324_02,bumbu,salam,salam,2.0,lembar
ING_002327,MR_325_01,utama,buntjis,buncis,0.5,kilogram
ING_002328,MR_325_01,utama,tempe,tempe,4.0,potong
ING_002329,MR_325_01,utama,tomat,tomat,1.0,butir
ING_002330,MR_325_01,utama,minjak,minyak,2.0,sendok makan
ING_002331,MR_325_01,bumbu,bawang merah,bawang merah,5.0,buah
ING_002332,MR_325_01,bumbu,bawang putih,bawang putih,2.0,siung
ING_002333,MR_325_01,bumbu,laos,lengkuas,1.0,potong
ING_002334,MR_325_01,bumbu,salam,daun salam,2.0,lembar
ING_002335,MR_325_01,bumbu,lombok merah,cabai merah,10.0,buah
ING_002336,MR_325_01,bumbu,gula merah,gula merah,1.0,sendok teh
ING_002337,MR_325_01,bumbu,garam,garam,1.0,sendok makan
ING_002338,MR_325_02,utama,djagung sedang,jagung sedang,6.0,buah
ING_002339,MR_325_02,utama,daging berlemak,daging berlemak,1.0,ons
ING_002340,MR_325_02,utama,buntjis,buncis,1.0,ons
ING_002341,MR_325_02,utama,kelapa,kelapa,0.5,butir
ING_002342,MR_326_01,bumbu,bawang merah,bawang merah,4.0,buah
ING_002343,MR_326_01,bumbu,bawang putih,bawang putih,3.0,siung
ING_002344,MR_326_01,bumbu,lombok merah,cabai merah,4.0,buah
ING_002345,MR_326_01,bumbu,lombok hidjau,cabai hijau,3.0,buah
ING_002346,MR_326_01,bumbu,petai,petai,1.0,papan
ING_002347,MR_326_01,bumbu,tomat sedang,tomat,1.0,buah
ING_002348,MR_326_01,bumbu,daun salam,daun salam,2.0,lembar
ING_002349,MR_326_01,bumbu,laos,lengkuas,1.0,potong kecil
ING_002350,MR_326_01,bumbu,garam,garam,1.5,sendok teh
ING_002351,MR_326_01,bumbu,gula merah,gula merah,,secukupnya
ING_002352,MR_326_01,bumbu,minjak goreng,minyak goreng,1.0,sendok makan
ING_002353,MR_326_02,utama,djeroan bebek (isi perut),jeroan bebek (isi perut),0.5,kilogram
ING_002354,MR_326_02,utama,petai,petai,2.0,papan
ING_002355,MR_326_02,utama,kapri,kapri,1.0,ons
